"speciesID","Value"
1,0.576711385890137
1,0.103731422857891
1,-0.0403458938139826
1,0.594252338676149
1,-0.00877620350669718
1,-0.279244055472509
1,0.0127593812281448
1,-0.0217106293039445
2,0.821215524144604
3,0.491181187666916
3,0.134080162863376
3,0.01222149065534
3,-0.0127166383015153
3,-0.000363673552383723
4,1.31797635914879
4,-0.0191104740009416
5,-2.59818833997328
5,0.0982934314425651
5,-0.0283939433277883
5,0.631020694583121
5,-0.0162367198446617
5,-0.226266557804903
5,0.165493751955231
5,0.0255485779979742
5,-4.76091911395608e-05
6,-3.06070367263451
6,0.10450034635978
6,-0.0223336364929434
6,0.533122598548741
6,-0.0160932422420235
6,0.126708557657828
6,-0.342456056090911
6,-0.0102259231574899
7,-3.46130176898442
7,0.0741313382983394
7,-0.0180763751481195
7,0.439624159077858
7,-0.0359936207384927
7,0.000414895413643055
7,0.0252952053019213
7,-4.5732333285549e-05
8,-2.08195754401995
8,0.106558968335658
8,0.425956249853178
8,-0.0129957087846787
8,0.00485527022812013
9,-1.71448275607595
9,0.111426350445579
9,-0.0336351918953357
9,1.00561240823621
9,-0.0137548728573785
9,-0.000519045639819046
9,0.136682471253994
9,0.00797130364457939
10,-1.17157079910458
10,0.144277281542771
10,0.524484721361248
10,-0.0111344087640623
10,0.206608808357872
12,0.911597214279646
12,-0.0103183299743683
11,1.99107255353064
11,0.116914709078092
11,0.189641352986835
11,-0.0953211825263603
13,0.19817702098949
13,0.137254814608955
14,-0.40107830468373
14,0.146206625556706
14,0.303565601676641
14,-0.0134340454697916
15,0.224187838794356
16,1.49864441095685
16,0.0759920027793254
16,-0.00473599328503424
16,-0.000411044575266751
16,-0.0629128659384665
17,1.41586937879194
17,0.104131711595142
17,-0.0373193947394082
17,0.511750288514875
17,-0.0260267520448055
17,-0.000223174544298848
17,-0.0569841842743192
18,1.37162748706475
18,0.0913105630110524
18,-0.0116583262060528
18,-0.0248570343564965
18,-0.0159095135217054
18,-0.0805801968307312
18,0.00015192137255344
19,-8.59418769694368
19,0.0730435507222557
19,-0.0447736798680476
19,0.507713152438748
19,-0.0422333974318589
19,-0.0151207818308708
19,1.0651872043144
19,-0.033187494773559
19,0.00310046472599098
20,0.623355063388228
20,0.127913249424216
20,-0.0697944603508494
20,1.22232775301946
20,-0.117659087532595
20,-0.127845844355277
20,0.000440931782753435
20,-0.147621297764166
20,0.0292840862027566
20,0.0253153372400485
21,-3.57236760807651
21,0.115217366239411
21,-0.00603111730573887
21,0.350758775125733
21,-0.0338613684183841
21,-0.015193637510959
21,0.0413643352722449
22,-0.33528290823221
22,0.0392138948740737
22,-0.0288721924870327
22,0.445776307773385
22,-0.01511145672217
22,0.0145656671524955
23,0.502035402140507
23,0.14732898385445
23,-0.0235416137299257
24,-23.9750806164666
24,0.101889864968666
24,-0.0246289282715713
24,0.210011078177614
24,-0.0112574018969583
24,0.162247314705447
24,2.06230347556073
24,-0.0437334461344259
24,0.00182683626000624
25,0.397974635442625
26,0.19411664526934
26,0.0764925071515398
26,0.0130812013951822
27,-1.13401118311029
27,0.110359201905418
27,0.388900365356111
27,-0.0155450715600973
27,0.218469723804084
27,0.0620331195456846
28,-0.946002351687183
28,0.118317325083927
28,0.419051145189252
28,-0.0147772380163575
29,0.824857634075982
30,0.0979243300492254
30,0.149444171058385
30,-0.00628800170966605
31,0.00240240083995585
31,0.1374426173247
31,-0.0114126365791219
31,0.00929316158052705
32,0.670671338885293
32,0.112934652174024
32,-0.0125267087349254
33,-2.34752057960804
33,0.131994750710223
33,-0.0600948369005427
33,1.31476690834266
