"speciesID","Value"
1,0.701233015480303
1,0.107058841084933
1,-0.0592596190588471
1,0.86347581831876
1,-0.0134709068646528
1,-0.19062662783406
2,0.821215524144604
3,0.364504891047574
3,0.136763509207045
3,0.0158092025628055
3,-0.0131716133202688
3,-0.000222074134613141
4,1.36076115042967
4,-0.0190866896875752
5,-2.76839025450807
5,0.102722540557776
5,-0.0381104501077562
5,0.820244744383707
5,-0.0216112875814266
5,-0.164771977884776
5,0.13617652152494
5,0.0221200102574235
5,-4.15924876619972e-05
6,-2.90325681444539
6,0.106258074905675
6,-0.0339407763547881
6,0.90776218503034
6,-0.0176677963874228
6,0.178306233296452
6,-0.21751426577627
6,-0.0063739442745404
7,-4.36680713678715
7,0.0901978683553869
7,-0.0379697674655405
7,0.908862967927842
7,-0.0290323022204272
7,0.000237073089285429
7,0.0244943905727809
7,-4.45200281713795e-05
8,-2.44252313532318
8,0.122414139529489
8,0.509494118410361
8,-0.011878601526325
8,0.0049332002041926
9,-1.65001437514869
9,0.147976257073279
9,-0.0333598200084523
9,0.973919450278058
9,-0.0146673665793537
9,-0.000683676465054146
9,0.144616402107421
9,0.00718042982430984
10,-1.47921038393246
10,0.131035770762611
10,0.722272690995127
10,-0.0186539553809784
10,0.20381761195605
12,-0.373383586978358
12,0.391204855200618
11,2.20410097822858
11,0.126528201723478
11,0.293808165816554
11,-0.114785700114124
13,0.17603823660501
13,0.140052941126613
14,-0.641105161635795
14,0.158180743408211
14,0.548651593423244
14,-0.0286678023052971
15,0.195249631523003
16,1.65739902941672
16,0.0710603427561771
16,-0.00909098518631479
16,-0.000460105526319858
16,-0.0634295579397972
17,0.46242160210246
17,0.118562582050308
17,-0.0554250541984096
17,1.0344176912303
17,-0.0329389400142631
17,-0.0108823005185947
17,-0.000146248474230106
17,-0.0659983078140391
18,-0.0926971017884451
18,0.0966419985994721
18,-0.0611834219414929
18,0.747604993103824
18,-0.0350239499819525
18,-0.0215203927794852
18,-0.0744955405689457
18,0.000442672529256823
19,-15.7618497336472
19,0.080962800949758
19,-0.0587672246798934
19,1.07033758963216
19,-0.0434594450580895
19,-0.0236735641406857
19,1.80279486682527
19,-0.055213734435326
19,0.0016646811097817
20,-1.14383143084562
20,0.129047943734643
20,-0.0785352337656035
20,1.80264106750228
20,-0.0906167566197164
20,-0.201456752628212
20,0.000335443455189802
20,-0.110746112891877
20,0.0325588667618354
20,0.0171085174853742
21,-4.57522116049066
21,0.126320702390694
21,-0.0204290435518666
21,0.758559995039006
21,-0.0371290027410973
21,-0.0201406295629862
21,0.0428965923782367
22,-1.1482090216405
22,0.0392262753905618
22,-0.0497614538048156
22,0.826366384403068
22,-0.020755568539799
22,0.0210225645252001
23,0.518937079192707
23,0.155983162716212
23,-0.0241883308660023
24,-42.2176764812368
24,0.10801233672682
24,-0.0246786525867709
24,0.259324746306007
24,-0.0448157899431078
24,0.93332216047729
24,3.50062406454452
24,-0.0749348123103725
24,0.00297872594700067
25,0.468946045226319
26,0.837501761401928
26,0.0649801568991816
26,-0.0182277425724891
27,-1.6752165056885
27,0.135278403871838
27,0.411433773133377
27,-0.0148659936550475
27,0.124528555847824
27,0.109090467228399
28,-1.14473359207061
28,0.124126698866999
28,0.460231529018277
28,-0.0128617698928121
29,0.832249424054981
30,0.344353222452337
30,0.116882043201531
30,-0.00713869247964232
31,0.424343453119304
31,0.13474067751433
31,-0.0223356772928158
32,0.683424415421273
32,0.123994861726675
32,-0.0179506975224631
33,-3.93771112085994
33,0.153471894900709
33,-0.0864563870565036
33,2.01096162464475
